wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
10,2,0,10,31,33,5,0,5,0.666666667,174,1.0,1,0.428571429,0.34444444399999996,0,0,15.9,3,1.6,0
4,1,0,2,5,0,0,0,4,0.333333333,18,1.0,1,0.0,0.5,0,0,3.25,1,0.75,0
3,1,0,1,11,0,1,0,3,0.166666667,67,1.0,0,0.0,0.666666667,0,0,20.33333333,3,1.6667,0
11,1,0,2,30,5,1,0,9,0.6,581,0.0,1,0.0,0.272727273,0,0,51.36363636,6,1.5455,0
21,1,0,1,22,210,0,0,21,1.05,47,0.0,0,0.0,0.30612244899999996,0,0,0.14285714300000002,1,0.9524,0
6,1,0,11,7,15,10,0,5,1.16,79,0.0,1,0.0,0.6,0,0,11.33333333,1,0.8333,0
2,5,0,2,5,1,0,0,2,2.0,11,0.0,0,0.985507246,1.0,1,1,4.5,1,0.5,0
1,1,0,0,2,0,0,0,1,2.0,5,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
8,1,0,2,13,8,1,0,8,0.571428571,296,1.0,1,0.0,0.5625,0,0,35.625,5,3.0,0
81,1,0,29,110,3002,21,0,80,0.976704545,879,1.0,2,0.0,0.169472503,0,0,9.308641975,3,1.1481,0
5,2,0,8,60,8,1,0,4,1.125,555,1.0,1,0.869565217,0.5,0,0,109.6,2,0.8,0
31,4,0,14,176,311,2,0,2,0.9680555559999999,4485,1.0,1,0.6777777779999999,0.252777778,4,8,142.9032258,32,3.9032,2
8,2,0,4,23,16,1,0,8,0.428571429,166,1.0,0,0.7333333329999999,0.46875,1,1,19.375,1,0.5,0
5,1,0,1,6,10,0,0,5,1.25,10,0.0,0,0.0,0.4,0,0,0.6,1,0.8,0
25,1,0,2,56,268,2,0,25,0.8472222220000001,307,1.0,0,0.0,0.262857143,0,0,11.16,8,1.32,0
3,1,0,3,7,1,1,0,2,0.5,25,1.0,0,0.0,0.5,0,0,7.0,1,0.3333,0
26,1,0,16,89,91,7,0,24,0.772,918,1.0,1,0.0,0.246666667,0,0,33.92307692,5,1.1538,0
14,1,0,1,15,91,1,0,14,2.0,17,0.0,0,0.0,0.4,0,0,0.214285714,1,0.9286,0
3,1,0,5,13,0,1,0,3,0.0,81,0.0,1,0.0,0.5555555560000001,0,0,25.66666667,7,2.6667,0
1,1,0,0,2,0,0,0,1,2.0,7,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
10,1,0,6,20,1,2,0,9,0.759259259,157,1.0,3,0.0,0.36111111100000004,0,0,14.1,1,0.8,0
5,3,2,0,8,4,0,0,5,0.5,31,1.0,0,0.944444444,0.6,0,0,5.0,1,0.2,0
2,1,0,2,5,1,0,0,2,2.0,11,0.0,0,0.0,0.75,0,0,4.5,1,0.5,0
28,2,0,25,88,230,8,0,26,0.864197531,674,1.0,1,0.726315789,0.24691358,1,4,22.75,10,1.5,0
2,1,0,9,2,1,9,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
17,1,0,11,39,86,1,0,3,0.7578125,594,1.0,3,0.0,0.3125,0,0,33.47058824,14,3.6471,1
4,5,0,2,14,6,0,0,3,1.333333333,47,1.0,0,0.970588235,0.583333333,1,1,10.5,1,0.75,0
3,3,0,4,7,3,1,0,3,1.5,17,1.0,0,0.933333333,0.5555555560000001,1,1,4.333333333,1,0.6667,0
5,2,0,4,10,4,3,0,5,0.583333333,56,1.0,1,0.333333333,0.4,0,0,9.6,1,0.8,0
6,1,0,4,18,7,1,0,3,0.833333333,104,1.0,1,0.0,0.5,0,0,15.33333333,4,1.6667,0
13,3,0,3,30,0,0,0,13,0.291666667,206,1.0,1,0.45,0.252747253,1,1,14.69230769,1,0.8462,0
1,1,0,0,2,0,0,0,1,2.0,5,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
12,1,0,2,25,0,1,0,0,0.436363636,212,1.0,0,0.0,0.39583333299999995,0,0,16.25,3,1.3333,0
8,2,0,3,26,0,1,0,6,0.6190476189999999,221,1.0,1,0.837837838,0.5,0,0,26.25,3,1.375,0
7,1,0,11,38,0,0,0,2,0.666666667,351,1.0,1,0.0,0.36666666700000006,0,0,48.71428571,3,1.1429,0
2,1,0,1,17,1,0,0,2,2.0,160,0.0,0,0.0,0.6,0,0,79.0,1,0.5,0
2,1,0,1,10,1,0,0,2,2.0,54,1.0,0,0.0,0.6,0,0,25.5,1,0.5,0
42,1,0,53,104,0,49,0,39,0.76508344,1169,0.7894736840000001,3,0.0,0.148558758,1,2,26.38095238,13,2.5952,0
4,5,0,2,13,0,0,0,4,0.0,58,1.0,0,0.9577464790000001,0.625,1,1,13.25,1,0.75,0
6,3,0,1,22,15,1,0,4,1.12,184,0.0,0,0.85,0.5,1,1,28.83333333,14,2.8333,0
0,1,0,8,0,0,8,0,0,2.0,57,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
5,3,0,3,13,8,1,0,5,0.75,101,1.0,0,0.9069767440000001,0.45,1,2,19.0,10,2.8,0
5,3,0,0,7,2,0,0,5,0.625,33,1.0,0,0.5,0.5,0,0,5.2,1,0.6,0
4,4,0,5,31,0,0,0,4,0.0,125,1.0,0,0.95,0.625,2,2,30.0,1,0.75,0
12,3,0,4,119,40,4,0,3,0.833333333,1190,0.666666667,0,0.705882353,0.24675324699999998,2,4,97.66666667,1,0.8333,2
9,3,1,5,50,26,2,0,1,0.75,375,1.0,1,0.774193548,0.4,2,7,40.33333333,16,2.6667,0
17,1,0,0,17,136,0,0,17,1.0625,58,0.0,0,0.0,0.470588235,0,0,0.0,1,1.0,0
23,2,0,5,31,175,0,0,21,0.827272727,189,1.0,0,0.290322581,0.695652174,0,0,6.7826086960000005,5,1.1304,0
6,2,0,9,33,0,0,0,5,0.8,212,1.0,1,0.911111111,0.7,0,0,33.66666667,3,1.6667,0
3,2,0,4,8,1,1,0,3,2.0,21,0.0,0,0.846153846,0.666666667,1,2,6.0,1,0.6667,0
32,2,0,11,85,296,3,0,28,0.666666667,865,1.0,0,0.691489362,0.193548387,1,15,25.84375,12,1.75,0
5,1,0,2,11,0,1,0,5,0.0,43,1.0,1,0.0,0.46666666700000003,0,0,7.4,3,1.2,0
3,1,0,3,15,1,1,0,2,0.833333333,64,1.0,0,0.0,0.5,0,0,19.33333333,1,0.3333,0
8,1,0,1,13,4,1,0,7,0.571428571,2144,1.0,0,0.0,0.5,0,0,266.75,1,0.75,0
68,1,0,4,69,2278,1,0,68,2.0,170,0.0,0,0.0,0.136029412,0,0,1.5,1,0.9853,0
55,1,0,1,56,1485,1,0,54,1.0185185190000001,329,0.0,0,0.0,0.5,0,0,3.9090909089999997,1,0.9818,0
37,2,0,39,175,660,2,0,30,0.944444444,1350,1.0,0,0.539473684,0.433333333,0,0,35.40540541,4,1.1081,0
5,2,0,8,16,2,1,0,4,1.041666667,88,0.166666667,1,0.625,0.625,0,0,15.4,1,0.6,0
7,1,0,0,8,21,0,0,7,1.166666667,20,0.0,0,0.0,0.428571429,0,0,1.571428571,1,0.8571,0
38,1,0,5,54,227,1,0,7,0.7762162159999999,3880,0.16,1,0.0,0.405405405,0,0,100.4473684,95,7.8947,0
10,1,0,1,11,45,0,0,10,1.111111111,19,0.0,0,0.0,0.3,0,0,0.3,1,0.9,0
3,1,0,2,5,1,1,0,2,0.5,16,0.0,1,0.0,0.5555555560000001,0,0,4.0,1,0.6667,0
12,1,0,4,12,66,3,0,12,2.0,12,0.0,0,0.0,0.41666666700000005,0,0,0.0,1,1.0,0
4,5,0,2,13,0,0,0,4,0.0,58,1.0,0,0.9577464790000001,0.625,1,1,13.25,1,0.75,0
3,1,1,6,6,3,1,0,2,2.0,16,0.0,0,0.0,0.666666667,0,0,4.333333333,1,0.6667,0
9,1,0,8,29,10,4,0,2,0.5694444439999999,433,0.8888888890000001,4,0.0,0.303571429,0,0,46.11111111,2,0.8889,1
8,4,0,6,27,24,0,0,7,0.857142857,90,0.5,0,0.907692308,0.28571428600000004,2,5,10.0,3,1.0,0
4,2,0,3,11,0,2,0,4,0.0,60,1.0,0,0.8,0.625,0,0,13.75,2,1.0,0
3,1,0,3,11,1,1,0,2,0.5,342,1.0,0,0.0,0.5,0,0,112.66666670000001,2,0.6667,0
6,1,0,6,17,9,6,0,5,0.6,150,1.0,0,0.0,0.2,0,0,23.5,1,0.6667,0
15,3,0,6,35,19,1,0,14,0.514285714,209,1.0,3,0.409090909,0.18666666699999998,1,1,12.6,3,1.0,0
8,2,0,0,47,0,0,0,5,0.37142857100000004,384,1.0,0,0.727272727,0.45833333299999995,1,3,46.375,4,1.625,0
1,1,0,2,1,0,2,0,0,2.0,298,0.0,0,0.0,0.0,0,0,240.0,0,0.0,0
11,1,0,14,16,0,13,0,11,0.6,144,1.0,0,0.0,0.727272727,0,0,11.72727273,4,1.0909,0
5,1,0,0,5,10,0,0,5,2.0,5,0.0,0,0.0,0.4,0,0,0.0,1,1.0,0
15,1,0,0,24,61,0,0,15,0.818181818,257,0.9090909090000001,0,0.0,0.35,0,0,15.4,3,0.9333,0
7,4,0,0,8,0,0,0,7,0.5,76,1.0,1,0.857142857,0.535714286,0,0,9.428571429,2,0.5714,0
4,3,0,2,8,2,2,0,4,0.666666667,33,1.0,1,0.921052632,0.5,0,0,6.75,1,0.75,0
1,1,0,0,2,0,0,0,1,2.0,41,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
13,1,0,6,15,64,6,0,12,0.869047619,390,1.0,0,0.0,0.333333333,0,0,28.46153846,1,0.8462,0
9,3,0,2,16,0,1,0,6,0.125,56,1.0,1,0.7142857140000001,0.333333333,2,4,5.1111111110000005,1,0.8889,0
7,1,0,11,35,17,3,0,2,1.0555555559999998,484,0.166666667,1,0.0,0.333333333,0,0,66.42857143,34,10.0,0
1,1,0,16,1,0,15,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
26,1,0,14,76,139,2,0,12,0.765925926,2884,0.9259259259999999,6,0.0,0.145604396,0,0,108.88461540000002,39,2.4231,0
10,3,0,10,56,25,0,0,3,0.7777777779999999,514,1.0,1,0.857142857,0.333333333,1,3,49.9,19,3.5,0
5,1,0,0,6,2,0,0,5,0.75,36,1.0,0,0.0,0.4,0,0,5.4,1,0.8,0
7,1,0,0,16,0,0,0,7,0.0,63,1.0,0,0.0,0.571428571,0,0,7.857142857,2,1.2857,0
3,3,0,4,24,3,1,0,3,2.0,161,0.0,0,0.951219512,0.666666667,1,2,52.66666667,1,0.6667,0
7,3,1,0,11,19,0,0,6,0.833333333,34,1.0,1,0.869565217,0.428571429,0,0,3.714285714,1,0.8571,0
21,1,0,7,71,122,3,0,14,0.8538461540000001,1068,1.0,2,0.0,0.166666667,0,0,49.23809524,14,3.7143,0
3,1,0,2,3,3,1,0,3,2.0,3,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
32,1,2,0,63,0,0,0,32,0.0,185,1.0,1,0.0,0.3359375,0,0,4.75,2,1.0,0
25,2,0,11,55,6,6,0,22,0.510416667,786,1.0,0,0.488888889,0.256944444,1,1,30.28,6,1.72,0
20,1,0,0,53,48,0,0,18,0.6023391810000001,1126,1.0,0,0.0,0.31,0,0,54.85,6,1.65,0
13,1,1,13,32,60,13,0,10,0.979166667,210,0.0,1,0.0,0.208333333,0,0,14.23076923,5,1.3077,0
5,3,1,0,8,4,0,0,5,0.5,31,1.0,0,0.944444444,0.6,0,0,5.0,1,0.2,0
33,1,3,14,77,488,3,0,17,0.927083333,702,1.0,0,0.0,0.19602272699999998,0,0,19.90909091,25,2.8182,0
44,4,6,11,102,844,8,0,36,0.92749658,1083,0.882352941,0,0.575757576,0.259689922,1,1,23.22727273,16,1.9318,0
3,1,0,6,9,0,4,0,3,0.1875,101,0.0,2,0.0,1.0,0,0,30.0,1,0.6667,0
32,3,0,2,45,426,1,0,28,0.290322581,265,1.0,1,0.655172414,0.167155425,2,12,7.1875,2,1.125,0
4,2,0,9,18,0,2,0,4,0.0,507,1.0,0,0.666666667,0.5,1,1,125.25,3,0.75,0
14,2,0,9,57,0,0,0,13,0.7692307690000001,511,1.0,1,0.773584906,0.846153846,0,0,35.0,2,1.5,0
14,1,0,3,29,13,0,0,11,0.759615385,453,1.0,2,0.0,0.365384615,0,0,30.78571429,6,2.3571,0
0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
2,1,0,4,14,1,2,0,2,2.0,87,0.0,0,0.0,0.6,0,0,42.5,4,2.0,0
8,4,0,3,17,28,3,0,8,1.142857143,102,1.0,0,0.901639344,0.5,0,0,11.625,6,1.375,0
2,1,0,1,14,1,0,0,2,2.0,104,0.0,0,0.0,0.6,0,0,51.0,1,0.5,0
6,1,0,14,29,0,11,0,2,0.828571429,309,1.0,2,0.0,0.333333333,0,0,49.33333333,5,1.6667,0
4,1,0,3,20,0,3,0,4,0.666666667,78,0.5,0,0.0,0.583333333,0,0,18.0,3,1.0,0
21,1,0,1,55,68,1,0,19,0.622222222,1188,1.0,0,0.0,0.253968254,0,0,55.14285714,6,1.8095,0
8,1,0,0,20,6,0,0,7,0.5,564,0.5,0,0.0,0.7857142859999999,0,0,69.25,3,1.25,0
11,2,0,2,15,37,1,0,11,1.1,230,0.0,0,0.545454545,0.333333333,1,9,19.81818182,3,0.9091,0
1,1,0,17,1,0,15,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,2,0,5,11,1,1,0,2,2.0,44,0.0,0,0.916666667,0.666666667,0,0,21.0,1,0.5,0
53,1,0,14,121,884,7,0,41,0.894917582,1074,0.8214285709999999,5,0.0,0.10946745599999999,0,0,18.73584906,11,1.7547,0
10,1,0,7,10,45,6,0,10,2.0,10,0.0,0,0.0,0.35,0,0,0.0,1,1.0,0
20,1,0,11,61,154,5,0,16,0.804511278,695,0.14285714300000002,2,0.0,0.270676692,0,0,33.4,22,3.75,0
5,4,0,1,24,2,1,0,5,0.75,133,1.0,0,0.953488372,0.4,3,5,24.6,3,1.2,0
40,2,0,11,111,380,0,0,35,0.8450390190000001,1771,1.0,0,0.24,0.35256410299999996,1,5,42.7,4,1.1,0
1,1,0,0,2,0,0,0,1,2.0,5,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
7,1,0,0,16,0,0,0,7,0.0,63,1.0,0,0.0,0.571428571,0,0,7.857142857,2,1.2857,0
8,2,0,9,11,16,6,0,7,0.7142857140000001,56,1.0,4,0.642857143,0.35714285700000004,0,0,5.5,2,0.75,0
11,1,0,2,19,37,0,0,9,0.7,205,0.75,0,0.0,0.375,0,0,16.90909091,4,1.0909,0
4,1,0,0,4,6,0,0,4,2.0,4,0.0,0,0.0,0.625,0,0,0.0,1,1.0,0
5,1,0,3,10,10,3,0,4,1.25,51,1.0,0,0.0,0.314285714,0,0,9.0,1,0.8,0
3,1,0,0,3,3,0,0,3,2.0,3,0.0,0,0.0,0.46666666700000003,0,0,0.0,1,1.0,0
1,1,0,0,2,0,0,0,1,2.0,5,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
8,2,0,0,37,0,0,0,7,1.071428571,273,1.0,0,0.538461538,0.904761905,0,0,31.625,2,1.0,0
25,1,11,19,41,272,17,0,25,0.986979167,206,0.5625,2,0.0,0.133333333,0,0,6.6,3,1.04,0
8,2,0,3,15,0,2,0,8,0.571428571,125,1.0,0,0.6315789470000001,0.6875,0,0,14.25,6,1.5,0
15,2,0,15,55,71,1,0,12,0.8877551020000001,630,1.0,1,0.606060606,0.23214285699999998,0,0,40.53333333,1,0.8667,0
3,1,0,7,3,3,7,0,3,2.0,3,0.0,0,0.0,0.5555555560000001,0,0,0.0,1,1.0,0
11,1,0,9,20,29,8,0,10,0.72,166,1.0,1,0.0,0.4,0,0,13.63636364,4,1.1818,0
6,1,0,1,27,15,0,0,4,1.2,223,1.0,0,0.0,0.3,0,0,36.0,12,3.8333,0
21,3,3,7,44,2,3,0,12,0.545,317,0.8,0,0.649122807,0.30952381,1,3,13.61904762,4,1.5238,0
8,1,9,0,18,28,0,0,7,1.142857143,55,0.0,0,0.0,0.55,0,0,5.625,4,1.25,0
36,1,0,11,94,464,3,0,31,0.5619047620000001,970,1.0,1,0.0,0.310204082,0,0,25.77777778,1,0.9167,0
2,1,0,2,11,1,0,0,2,2.0,203,0.0,0,0.0,0.75,0,0,100.5,2,1.0,0
3,1,0,6,6,3,1,0,2,2.0,16,0.0,0,0.0,0.666666667,0,0,4.333333333,1,0.6667,0
10,2,0,0,20,0,0,0,10,0.444444444,68,1.0,2,0.5,0.242857143,0,0,5.6,2,1.0,0
37,1,1,8,68,0,7,0,36,0.912835249,1201,0.517241379,0,0.0,0.190972222,0,0,30.67567568,11,3.0,1
2,1,0,1,42,1,0,0,2,2.0,361,0.0,0,0.0,0.6,0,0,179.5,1,0.5,0
4,1,0,6,18,0,1,0,4,0.5,168,1.0,2,0.0,0.4375,0,0,40.5,11,3.25,0
9,1,0,1,15,36,1,0,2,2.0,493,0.0,0,0.0,0.5,0,0,53.77777778,1,0.8889,0
39,2,1,26,118,433,1,0,34,0.8684210529999999,1231,1.0,4,0.446153846,0.13765182199999998,1,5,30.28205128,14,2.7436,0
3,1,0,5,25,0,0,0,2,1.1,172,1.0,1,0.0,0.75,0,0,54.66666667,7,2.3333,0
5,3,0,5,10,0,2,0,5,2.0,38,0.0,0,0.9069767440000001,0.55,0,0,6.6,1,0.8,0
3,2,0,7,22,0,1,0,3,0.5,128,1.0,0,0.846153846,0.7777777779999999,0,0,41.0,1,0.6667,0
80,2,0,28,231,2670,8,0,74,0.931170886,2501,1.0,4,0.469387755,0.108499096,1,2,29.8625,5,1.325,4
14,1,0,29,14,91,26,0,14,2.0,14,0.0,0,0.0,0.214285714,0,0,0.0,1,1.0,0
2,1,0,5,6,1,1,0,2,2.0,16,0.0,0,0.0,0.5,0,0,7.0,1,0.5,0
34,2,0,11,94,439,3,0,28,0.7373737370000001,696,1.0,1,0.684210526,0.17099567100000002,1,15,19.38235294,6,1.3529,0
3,2,0,2,8,0,1,0,3,0.25,48,1.0,2,0.333333333,0.5555555560000001,0,0,14.33333333,3,1.3333,0
69,1,2,15,164,1874,3,0,65,0.944497154,1513,1.0,2,0.0,0.120098039,0,0,20.47826087,7,1.7246,0
3,4,0,109,6,3,109,0,3,2.0,16,0.0,0,1.0,0.7777777779999999,0,0,4.333333333,0,0.0,0
11,1,0,3,15,1,1,0,11,0.683333333,193,1.0,1,0.0,0.327272727,0,0,16.0,3,1.3636,1
1,3,0,1,2,0,0,0,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
4,5,0,2,11,0,0,0,4,0.0,40,1.0,0,0.9577464790000001,0.625,1,1,8.75,1,0.75,0
9,1,0,8,26,32,7,0,7,0.5,230,1.0,0,0.0,0.625,0,0,24.33333333,5,1.4444,0
3,1,0,0,3,3,0,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
9,3,0,12,66,0,0,0,7,0.7125,461,1.0,1,0.895522388,0.270833333,0,0,49.11111111,11,2.6667,0
5,1,0,34,5,10,32,0,5,1.25,14,0.0,0,0.0,0.7,0,0,0.0,1,1.0,0
52,1,0,25,71,0,22,0,50,0.692810458,1338,1.0,2,0.0,0.164335664,0,0,24.55769231,11,2.0577,1
18,1,0,21,18,153,19,0,18,1.058823529,20,0.0,0,0.0,0.518518519,0,0,0.0,1,1.0,0
10,2,0,0,46,31,0,0,8,0.7777777779999999,330,1.0,0,0.5,0.611111111,2,2,31.8,6,1.6,0
6,1,0,16,49,9,4,0,3,0.4,233,1.0,0,0.0,0.351851852,0,0,37.66666667,3,1.1667,1
3,3,0,2,7,0,2,0,3,0.0,24,1.0,0,0.9090909090000001,0.666666667,2,2,6.666666667,1,0.6667,0
13,1,0,16,13,78,14,0,13,2.0,13,0.0,0,0.0,0.292307692,0,0,0.0,1,1.0,0
4,1,0,2,16,4,0,0,2,0.666666667,863,1.0,0,0.0,0.875,0,0,213.75,10,4.0,0
12,2,0,4,45,26,1,0,12,0.480519481,337,1.0,1,0.84057971,0.26666666699999997,1,8,26.5,4,1.3333,0
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
8,1,0,25,14,22,25,0,7,0.14285714300000002,113,1.0,0,0.0,0.380952381,0,0,13.0,1,0.75,0
2,2,0,3,10,1,0,0,2,2.0,38,0.0,0,0.976190476,0.75,1,1,18.0,1,0.5,0
9,1,0,2,10,36,0,0,9,2.0,12,0.0,0,0.0,0.37777777799999995,0,0,0.333333333,1,0.8889,0
3,2,0,6,17,1,1,0,3,2.0,68,0.0,0,0.846153846,0.666666667,0,0,21.66666667,1,0.6667,0
3,1,3,0,4,3,0,0,3,2.0,6,0.0,0,0.0,0.666666667,0,0,1.0,1,0.6667,0
2,2,1,2,5,1,1,0,2,2.0,10,0.0,0,0.976190476,1.0,0,0,4.0,1,0.5,0
2,2,1,0,4,1,0,0,2,2.0,10,0.0,0,0.666666667,0.75,0,0,4.0,1,0.5,0
20,2,0,4,52,114,1,0,19,0.511278195,774,1.0,0,0.55,0.305555556,1,4,37.35,4,0.7,0
35,1,0,4,87,573,1,0,31,0.544117647,373,0.5,1,0.0,0.343137255,0,0,9.485714286,1,0.9143,0
3,1,0,5,8,3,0,0,2,2.0,26,0.0,0,0.0,0.333333333,0,0,7.666666667,1,0.6667,0
38,1,0,7,85,0,5,0,36,0.067567568,540,1.0,2,0.0,0.254826255,0,0,13.15789474,3,1.7632,0
6,5,0,2,18,3,0,0,5,0.8,96,1.0,0,0.951923077,0.5555555560000001,1,1,14.66666667,1,0.8333,0
7,4,0,4,12,11,4,0,7,0.166666667,77,1.0,0,0.85,0.523809524,1,2,9.714285713999999,4,0.8571,0
6,1,0,9,18,9,8,0,4,0.8,1423,0.333333333,1,0.0,0.25,0,0,235.66666669999998,15,4.1667,0
2,1,0,5,5,0,4,0,2,0.0,69,0.0,5,0.0,1.0,0,0,29.0,1,0.5,0
26,1,0,7,66,0,1,0,23,0.544,923,1.0,1,0.0,0.217142857,0,0,34.30769231,6,2.3077,0
3,1,0,4,4,3,4,0,3,1.4375,23,0.0,2,0.0,0.5,0,0,4.0,2,1.0,0
24,2,0,17,67,98,9,0,22,0.826086957,626,0.736842105,5,0.3125,0.208333333,1,2,24.29166667,3,1.0,1
4,1,0,10,17,0,2,0,2,0.833333333,85,0.5,1,0.0,0.333333333,0,0,19.25,1,0.5,0
2,2,0,2,4,0,1,0,2,0.0,21,1.0,0,0.916666667,0.666666667,0,0,9.0,1,0.5,0
29,1,0,9,67,316,3,0,2,0.55952381,960,1.0,3,0.0,0.210727969,0,0,31.79310345,2,1.0,0
7,1,0,6,15,9,2,0,7,0.5,67,1.0,1,0.0,0.428571429,0,0,8.428571429,1,0.8571,1
11,2,0,14,37,13,1,0,7,0.84,237,1.0,2,0.842105263,0.5,1,5,20.09090909,9,1.9091,0
3,3,0,4,8,3,1,0,3,2.0,40,0.0,0,0.951219512,0.666666667,1,1,12.33333333,1,0.6667,0
9,2,0,38,15,0,38,0,9,0.666666667,57,1.0,3,0.529411765,0.253968254,0,0,5.0,1,0.8889,1
34,2,0,11,113,411,1,0,25,0.8975966559999999,1577,1.0,2,0.384615385,0.19865319899999997,0,0,44.52941176,33,2.7647,0
2,1,0,2,11,1,0,0,2,2.0,265,0.0,0,0.0,0.75,0,0,131.5,3,1.5,0
3,1,0,5,6,0,5,0,3,1.142857143,40,0.0,0,0.0,0.583333333,1,1,10.0,3,1.3333,0
4,1,0,2,10,0,1,0,2,0.26666666699999997,83,0.0,2,0.0,0.5,0,0,18.5,3,1.5,0
21,1,0,5,75,118,0,0,15,0.838888889,720,1.0,1,0.0,0.26,0,0,32.85714286,7,1.4286,0
1,1,0,3,1,0,3,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
3,1,8,12,4,1,10,0,3,0.5,13,1.0,0,0.0,0.666666667,0,0,3.0,1,0.6667,0
16,1,0,4,22,68,4,0,16,0.847619048,131,1.0,0,0.0,0.71875,0,0,6.75,1,0.9375,0
2,1,0,2,10,1,0,0,2,2.0,273,0.0,0,0.0,0.75,0,0,135.5,2,1.0,0
11,2,0,0,46,39,0,0,8,0.55,401,1.0,1,0.4375,0.424242424,1,2,35.27272727,5,1.7273,0
11,1,0,3,36,5,1,0,10,0.625,245,1.0,1,0.0,0.409090909,0,0,20.90909091,6,2.3636,0
16,1,0,13,34,0,13,0,16,0.628571429,412,0.857142857,0,0.0,0.375,0,0,24.3125,3,1.875,0
28,1,0,34,181,20,4,0,8,0.7734204790000001,2634,1.0,6,0.0,0.148148148,0,0,92.46428571,19,5.0714,1
7,1,0,1,8,21,0,0,7,2.0,10,0.0,0,0.0,0.35714285700000004,0,0,0.428571429,1,0.8571,0
62,2,0,11,143,1471,1,0,43,0.929903901,1875,0.9655172409999999,0,0.440366972,0.233870968,2,6,28.77419355,15,1.5968,0
12,1,0,1,16,14,1,0,12,0.727272727,139,1.0,0,0.0,0.708333333,0,0,10.16666667,5,1.25,0
6,1,0,2,19,0,0,0,5,0.3,90,1.0,1,0.0,0.444444444,0,0,13.66666667,6,1.6667,0
2,4,0,4,6,1,1,0,2,2.0,33,0.0,0,0.975609756,0.666666667,1,1,15.5,1,0.5,0
5,2,0,12,6,4,11,0,5,0.5,45,1.0,1,0.4,0.5,0,0,7.4,1,0.6,0
2,1,1,0,3,1,0,0,2,2.0,5,0.0,0,0.0,0.75,0,0,1.5,1,0.5,0
6,1,0,4,18,0,1,0,4,0.5555555560000001,162,1.0,2,0.0,0.375,0,0,24.5,3,1.5,0
2,2,0,7,28,0,2,0,2,1.333333333,184,1.0,1,0.923076923,0.7,1,2,86.5,3,1.5,0
1,1,0,1,2,0,1,0,0,2.0,52,0.0,0,0.0,1.0,0,0,6.0,0,0.0,0
3,1,0,0,3,3,0,0,3,2.0,3,0.0,0,0.0,0.5555555560000001,0,0,0.0,1,1.0,0
2,2,0,3,6,0,1,0,2,0.0,22,1.0,1,0.5,0.666666667,0,0,9.5,1,0.5,0
46,1,0,25,133,1027,17,0,43,1.006666667,2140,0.9,1,0.0,0.12857142900000001,0,0,45.30434783,13,3.4130000000000003,0
3,1,1,0,4,3,0,0,3,2.0,6,0.0,0,0.0,0.666666667,0,0,1.0,1,0.6667,0
8,1,0,0,12,22,0,0,8,0.904761905,81,1.0,2,0.0,0.34375,0,0,8.75,4,1.25,0
131,1,0,79,311,6643,51,0,120,0.95625,2701,1.0,17,0.0,0.07346153799999999,0,0,19.251908399999998,22,2.2366,1
66,2,0,17,174,1593,4,0,57,0.9225071229999999,1439,0.5555555560000001,2,0.272727273,0.1,1,1,20.39393939,7,1.2576,0
2,1,0,2,4,1,2,0,2,2.0,10,0.0,0,0.0,0.75,0,0,4.0,1,0.5,0
19,2,0,10,65,109,2,0,13,0.8833333329999999,558,1.0,1,0.7384615379999999,0.322222222,1,5,27.84210526,15,2.5789,1
18,2,2,5,59,113,2,0,6,0.9358288770000001,499,0.545454545,0,0.333333333,0.22875817,0,0,26.11111111,15,1.8333,2
4,1,0,0,5,0,0,0,4,0.666666667,28,1.0,0,0.0,0.625,0,0,5.25,1,0.75,0
28,1,0,2,40,96,2,0,25,0.444444444,1019,0.666666667,0,0.0,0.31547619,0,0,34.85714286,7,1.3571,0
2,1,0,1,5,0,1,0,2,0.0,18,1.0,1,0.0,0.666666667,0,0,7.5,1,0.5,0
3,1,0,1,3,3,1,0,3,2.0,3,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,0
11,1,0,2,24,15,1,0,11,0.64,446,0.0,1,0.0,0.318181818,0,0,39.09090909,5,1.2727,0
